uniqueid,forecasting,tool_tip,node_name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,
KIA_Cerato-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,Retail Melbourne Television 7TWO MELB,Retail Melbourne Television 7TWO MELB,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
KIA_Cerato_Rio-Retail_Melbourne_Radio_NOVA_100.3_Metropolitan_Radio,,RioRetail Melbourne Radio NOVA 100.3,RioRetail Melbourne Radio NOVA 100.3,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Radio,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Melbourne_Radio_FOXFM_Metropolitan_Radio,,Melbourne Radio FOXFM,Melbourne Radio FOXFM,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Rio-Retail_Melbourne_Radio_GOLD_104.3_Metropolitan_Radio,,RioRetail Melbourne Radio GOLD 104.3,RioRetail Melbourne Radio GOLD 104.3,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Radio,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch-Retail_Melbourne_Television_HSV7_Metropolitan_Television,,HatchRetail Melbourne Television HSV7,HatchRetail Melbourne Television HSV7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,61,0,53,19,47,79,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Sorento-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,SorentoRetail Melbourne Press Herald Sun,SorentoRetail Melbourne Press Herald Sun,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Press,0.5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch_Melbourne_Television_GEM_MELB_Metropolitan_Television,,Hatch Melbourne Television GEM MELB,Hatch Melbourne Television GEM MELB,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Melbourne_Television_GO_MELB_Metropolitan_Television,,Melbourne Television GO MELB,Melbourne Television GO MELB,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
KIA_Cerato_Melbourne_Television_Eleven_MEL_Metropolitan_Television,,Melbourne Television Eleven MEL,Melbourne Television Eleven MEL,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
KIA_Cerato_Melbourne_Television_GEM_MELB_Metropolitan_Television,,Melbourne Television GEM MELB,Melbourne Television GEM MELB,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
KIA_Cerato_Rio-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,RioRetail Melbourne Press Herald Sun,RioRetail Melbourne Press Herald Sun,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Press,0.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
KIA_Cerato_S-Retail_Melbourne_Television_ATV10_Metropolitan_Television,,SRetail Melbourne Television ATV10,SRetail Melbourne Television ATV10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
KIA_Cerato_Melbourne_Television_GTV9_Metropolitan_Television,,Melbourne Television GTV9,Melbourne Television GTV9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,108,0
KIA_Cerato-Retail_Melbourne_Television_GTV9_Metropolitan_Television,,Retail Melbourne Television GTV9,Retail Melbourne Television GTV9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,56,0,0,0,0,5,0,0,0,0,0,12,8,0,0
KIA_Cerato_S-Retail_Melbourne_Television_Eleven_MEL_Metropolitan_Television,,SRetail Melbourne Television Eleven MEL,SRetail Melbourne Television Eleven MEL,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIA_Cerato_S-Retail_Melbourne_Television_GEM_MELB_Metropolitan_Television,,SRetail Melbourne Television GEM MELB,SRetail Melbourne Television GEM MELB,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
KIA_Cerato-Retail_Melbourne_Radio_3MMM_Metropolitan_Radio,,Retail Melbourne Radio 3MMM,Retail Melbourne Radio 3MMM,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Melbourne_Radio_3MMM_Metropolitan_Radio,,Melbourne Radio 3MMM,Melbourne Radio 3MMM,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch_Melbourne_Television_HSV7_Metropolitan_Television,,Hatch Melbourne Television HSV7,Hatch Melbourne Television HSV7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,118,12,0,15,0,2,27,20,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_S-Retail_Melbourne_Television_HSV7_Metropolitan_Television,,SRetail Melbourne Television HSV7,SRetail Melbourne Television HSV7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8,1
KIA_Cerato_Hatch_Melbourne_Television_GTV9_Metropolitan_Television,,Hatch Melbourne Television GTV9,Hatch Melbourne Television GTV9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,17,0,18,0,0,34,11,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch_Melbourne_Television_GO_MELB_Metropolitan_Television,,Hatch Melbourne Television GO MELB,Hatch Melbourne Television GO MELB,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Melbourne_Radio_GOLD_104.3_Metropolitan_Radio,,Melbourne Radio GOLD 104.3,Melbourne Radio GOLD 104.3,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Optima-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,OptimaRetail Melbourne Press Herald Sun,OptimaRetail Melbourne Press Herald Sun,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Press,0.5,0,0,0,0,0,0,0,0,37,69,34,17,0,0,0,0,0,0
KIA_Cerato-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,Retail Melbourne Press Herald Sun,Retail Melbourne Press Herald Sun,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
KIA_Cerato_Hatch-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,HatchRetail Melbourne Television 7TWO MELB,HatchRetail Melbourne Television 7TWO MELB,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,15,0,7,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch-Retail_Melbourne_Television_GEM_MELB_Metropolitan_Television,,HatchRetail Melbourne Television GEM MELB,HatchRetail Melbourne Television GEM MELB,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,1,0,2,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Melbourne_Radio_NOVA_100.3_Metropolitan_Radio,,Melbourne Radio NOVA 100.3,Melbourne Radio NOVA 100.3,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIA_Cerato_Hatch-Retail_Melbourne_Television_ONEMEL_Metropolitan_Television,,HatchRetail Melbourne Television ONEMEL,HatchRetail Melbourne Television ONEMEL,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_S-Retail_Melbourne_Television_ONEMEL_Metropolitan_Television,,SRetail Melbourne Television ONEMEL,SRetail Melbourne Television ONEMEL,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIA_Cerato-Retail_Melbourne_Radio_3AW_Metropolitan_Radio,,Retail Melbourne Radio 3AW,Retail Melbourne Radio 3AW,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato-Retail_Melbourne_Television_ATV10_Metropolitan_Television,,Retail Melbourne Television ATV10,Retail Melbourne Television ATV10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,3,0,0
KIA_Cerato-Retail_Melbourne_Television_HSV7_Metropolitan_Television,,Retail Melbourne Television HSV7,Retail Melbourne Television HSV7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,17,40,0,0
KIA_Cerato_Hatch-Retail_Melbourne_Television_GTV9_Metropolitan_Television,,HatchRetail Melbourne Television GTV9,HatchRetail Melbourne Television GTV9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,19,0,32,5,49,25,0,17,5,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch_Melbourne_Television_ATV10_Metropolitan_Television,,Hatch Melbourne Television ATV10,Hatch Melbourne Television ATV10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,0,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,Hatch Melbourne Television 7TWO MELB,Hatch Melbourne Television 7TWO MELB,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Melbourne : Television,0.5,1,1,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch_Sydney_Television_TCN9_Metropolitan_Television,,Hatch Sydney Television TCN9,Hatch Sydney Television TCN9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,32,0,0,0,0,44,15,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Sydney_Radio_2GB_Metropolitan_Radio,,Sydney Radio 2GB,Sydney Radio 2GB,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_S-Retail_Sydney_Television_GEM_SYD_Metropolitan_Television,,SRetail Sydney Television GEM SYD,SRetail Sydney Television GEM SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
KIA_Cerato-Retail_Sydney_Television_ATN7_Metropolitan_Television,,Retail Sydney Television ATN7,Retail Sydney Television ATN7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,53,9,4,0,0,5,0,0,0,0,0,21,50,0,0
KIA_Cerato_Sydney_Television_TEN10_Metropolitan_Television,,Sydney Television TEN10,Sydney Television TEN10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,12
KIA_Cerato-Retail_Sydney_Television_GEM_SYD_Metropolitan_Television,,Retail Sydney Television GEM SYD,Retail Sydney Television GEM SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KIA_Cerato-Retail_Sydney_Radio_MIX_106.5_Metropolitan_Radio,,Retail Sydney Radio MIX 106.5,Retail Sydney Radio MIX 106.5,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Sydney_Radio_2DAYFM_Metropolitan_Radio,,Sydney Radio 2DAYFM,Sydney Radio 2DAYFM,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato-Retail_Sydney_Television_TCN9_Metropolitan_Television,,Retail Sydney Television TCN9,Retail Sydney Television TCN9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,83,9,3,0,2,3,0,0,0,0,3,15,8,0,0
KIA_Cerato-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,,Retail Sydney Television 7Mate SYD,Retail Sydney Television 7Mate SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0
KIA_Cerato-Retail_Sydney_Radio_NOVA_96_Metropolitan_Radio,,Retail Sydney Radio NOVA 96,Retail Sydney Radio NOVA 96,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_S-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,,SRetail Sydney Television GO SYD,SRetail Sydney Television GO SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
KIA_Cerato_S-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,SRetail Sydney Television 7TWO SYD,SRetail Sydney Television 7TWO SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
KIA_Cerato_Sydney_Radio_SmoothFM_95.3_Metropolitan_Radio,,Sydney Radio SmoothFM 95.3,Sydney Radio SmoothFM 95.3,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
KIA_Cerato_Sydney_Television_TCN9_Metropolitan_Television,,Sydney Television TCN9,Sydney Television TCN9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,146,0
KIA_Cerato-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,Retail Sydney Television 7TWO SYD,Retail Sydney Television 7TWO SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
KIA_Cerato_Hatch-Retail_Sydney_Television_ATN7_Metropolitan_Television,,HatchRetail Sydney Television ATN7,HatchRetail Sydney Television ATN7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,20,0,75,18,56,107,0,5,8,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch_Sydney_Television_7Mate_SYD_Metropolitan_Television,,Hatch Sydney Television 7Mate SYD,Hatch Sydney Television 7Mate SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch_Sydney_Television_ONESYD_Metropolitan_Television,,Hatch Sydney Television ONESYD,Hatch Sydney Television ONESYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Sydney_Radio_MIX_106.5_Metropolitan_Radio,,Sydney Radio MIX 106.5,Sydney Radio MIX 106.5,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Rio-Retail_Sydney_Press_Sunday_Telegraph_Metropolitan_Press,,RioRetail Sydney Press Sunday Telegraph,RioRetail Sydney Press Sunday Telegraph,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch-Retail_Sydney_Television_TCN9_Metropolitan_Television,,HatchRetail Sydney Television TCN9,HatchRetail Sydney Television TCN9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,19,0,69,8,36,58,0,36,11,0,0,0,0,0,0,0,0,0
KIA_Cerato_Optima-Retail_Sydney_Press_Daily_Telegraph_Metropolitan_Press,,OptimaRetail Sydney Press Daily Telegraph,OptimaRetail Sydney Press Daily Telegraph,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Press,0.5,0,0,0,0,0,0,0,0,25,25,25,12,0,0,0,0,0,0
KIA_Cerato_Sydney_Radio_2MMM_Metropolitan_Radio,,Sydney Radio 2MMM,Sydney Radio 2MMM,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Sydney_Television_GO_SYD_Metropolitan_Television,,Sydney Television GO SYD,Sydney Television GO SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
KIA_Cerato_S-Retail_Sydney_Television_ATN7_Metropolitan_Television,,SRetail Sydney Television ATN7,SRetail Sydney Television ATN7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,18,2
KIA_Cerato_Rio-Retail_Sydney_Radio_NOVA_96_Metropolitan_Radio,,RioRetail Sydney Radio NOVA 96,RioRetail Sydney Radio NOVA 96,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch_Sydney_Television_7TWO_SYD_Metropolitan_Television,,Hatch Sydney Television 7TWO SYD,Hatch Sydney Television 7TWO SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0
KIA_Cerato-Retail_Sydney_Radio_WSFM_Metropolitan_Radio,,Retail Sydney Radio WSFM,Retail Sydney Radio WSFM,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,HatchRetail Sydney Television 7TWO SYD,HatchRetail Sydney Television 7TWO SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,13,0,8,1,5,8,1,1,0,0,0,0,0,0,0,0,0,0
KIA_Cerato-Retail_Sydney_Press_Daily_Telegraph_Metropolitan_Press,,Retail Sydney Press Daily Telegraph,Retail Sydney Press Daily Telegraph,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Press,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,14,0
KIA_Cerato_Sydney_Television_SBSSYD_Metropolitan_Television,,Sydney Television SBSSYD,Sydney Television SBSSYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
KIA_Cerato_Hatch_Sydney_Television_Eleven_SYD_Metropolitan_Television,,Hatch Sydney Television Eleven SYD,Hatch Sydney Television Eleven SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Sydney_Television_ATN7_Metropolitan_Television,,Sydney Television ATN7,Sydney Television ATN7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,64,0
KIA_Cerato_Sydney_Television_7TWO_SYD_Metropolitan_Television,,Sydney Television 7TWO SYD,Sydney Television 7TWO SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0
KIA_Cerato_Sydney_Radio_WSFM_Metropolitan_Radio,,Sydney Radio WSFM,Sydney Radio WSFM,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_S-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,,SRetail Sydney Television 7Mate SYD,SRetail Sydney Television 7Mate SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
KIA_Cerato_Sorento-Retail_Sydney_Press_Daily_Telegraph_Metropolitan_Press,,SorentoRetail Sydney Press Daily Telegraph,SorentoRetail Sydney Press Daily Telegraph,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Press,0.5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
KIA_Cerato-Retail_Sydney_Radio_2GB_Metropolitan_Radio,,Retail Sydney Radio 2GB,Retail Sydney Radio 2GB,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato-Retail_Sydney_Television_TEN10_Metropolitan_Television,,Retail Sydney Television TEN10,Retail Sydney Television TEN10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0
KIA_Cerato_Hatch_Sydney_Television_TEN10_Metropolitan_Television,,Hatch Sydney Television TEN10,Hatch Sydney Television TEN10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,1,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,,HatchRetail Sydney Television 7Mate SYD,HatchRetail Sydney Television 7Mate SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,2,0,6,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch_Sydney_Television_ATN7_Metropolitan_Television,,Hatch Sydney Television ATN7,Hatch Sydney Television ATN7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,153,18,0,26,0,7,28,40,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Sydney_Television_7Mate_SYD_Metropolitan_Television,,Sydney Television 7Mate SYD,Sydney Television 7Mate SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
KIA_Cerato-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,,Retail Sydney Television GO SYD,Retail Sydney Television GO SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KIA_Cerato-Retail_Sydney_Radio_2MMM_Metropolitan_Radio,,Retail Sydney Radio 2MMM,Retail Sydney Radio 2MMM,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Sydney_Television_GEM_SYD_Metropolitan_Television,,Sydney Television GEM SYD,Sydney Television GEM SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0
KIA_Cerato_Hatch_Sydney_Television_GEM_SYD_Metropolitan_Television,,Hatch Sydney Television GEM SYD,Hatch Sydney Television GEM SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
KIA_Cerato_Hatch-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,,HatchRetail Sydney Television GO SYD,HatchRetail Sydney Television GO SYD,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:KIA Serato:Sydney : Television,0.5,10,0,1,1,5,13,0,3,0,0,0,0,0,0,0,0,0,0
