uniqueid,forecasting,tool tip,node name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,,,
Price_MITSUBISHI_LANCER_2.4_VRX_CVT,,2.4 VRX CVT,2.4 VRX CVT,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,33490,33490,33490,33490,33490,33490,33490,32240,32240,32240,32240,32240,32240,32240,32240,32240,32240,32240,32240,32240
Price_MITSUBISHI_LANCER_2.4_VRX_CVT_SPORTBACK,,2.4 VRX CVT SPORTBACK,2.4 VRX CVT SPORTBACK,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,33490,33490,33490,33490,33490,33490,33490,32240,32240,32240,32240,32240,32240,32240,32240,32240,32240,32240,32240,32240
Price_MITSUBISHI_LANCER_2.4_VRX_SPORTBACK,,2.4 VRX SPORTBACK,2.4 VRX SPORTBACK,Client Data:Competitor Price:Impreza Competitors:All Models:MITSUBISHI LANCER ,0.5,30990,30990,30990,30990,30990,30990,30990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990
Price_NISSAN_PULSAR_1.8_ST,,1.8 ST,1.8 ST,Client Data:Competitor Price:Impreza Competitors:All Models:NISSAN PULSAR ,0.5,17990,17990,17990,18990,18990,18990,18990,18990,18990,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990
Price_NISSAN_PULSAR_1.8_ST_CVT,,1.8 ST CVT,1.8 ST CVT,Client Data:Competitor Price:Impreza Competitors:All Models:NISSAN PULSAR ,0.5,20240,20240,20240,21240,21240,21240,21240,21240,21240,22240,22240,22240,22240,22240,22240,22240,22240,22240,22240,22290
Price_SUBARU_IMPREZA_2.0I,,2.0I,2.0I,Client Data:Subaru Price:All Models: IMPREZA ,0.5,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990
Price_SUBARU_IMPREZA_2.0I_CVT,,2.0I CVT,2.0I CVT,Client Data:Subaru Price:All Models: IMPREZA ,0.5,25990,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490
Price_SUBARU_IMPREZA_2.0I-L,,2.0I-L,2.0I-L,Client Data:Subaru Price:All Models: IMPREZA ,0.5,25990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990
Price_SUBARU_IMPREZA_2.0I-L_CVT,,2.0I-L CVT,2.0I-L CVT,Client Data:Subaru Price:All Models: IMPREZA ,0.5,27990,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490
Price_TOYOTA_COROLLA_1.8_ASCENT,,1.8 ASCENT,1.8 ASCENT,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,20990,20990,20990,20990,20990,20990,20990,20990,20990,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990,19990
Price_TOYOTA_COROLLA_1.8_ASCENT_AUTO,,1.8 ASCENT AUTO,1.8 ASCENT AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990
Price_TOYOTA_COROLLA_1.8_ASCENT_CVT,,1.8 ASCENT CVT,1.8 ASCENT CVT,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,22990,22990,22990,22990,22990,22990,22990,22990,22990,21990,21990,21990,21990,21990,21990,21990,21990,21990,21990,21990
Price_TOYOTA_COROLLA_1.8_ASCENT_SPORT,,1.8 ASCENT SPORT,1.8 ASCENT SPORT,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,22490,22490,22490,22490,22490,22490,22490,22490,22490,20990,20990,20990,20990,20990,20990,20990,20990,20990,20990,20990
Price_TOYOTA_COROLLA_1.8_ASCENT_SPORT_AUTO,,1.8 ASCENT SPORT AUTO,1.8 ASCENT SPORT AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490
Price_TOYOTA_COROLLA_1.8_ASCENT_SPORT_CVT,,1.8 ASCENT SPORT CVT,1.8 ASCENT SPORT CVT,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,24490,24490,24490,24490,24490,24490,24490,24490,24490,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990,22990
Price_TOYOTA_COROLLA_1.8_CONQUEST,,1.8 CONQUEST,1.8 CONQUEST,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490
Price_TOYOTA_COROLLA_1.8_CONQUEST_AUTO,,1.8 CONQUEST AUTO,1.8 CONQUEST AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490,26490
Price_TOYOTA_COROLLA_1.8_LEVIN_SX,,1.8 LEVIN SX,1.8 LEVIN SX,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,24990,24990,25090,25090,25090,25090,25090,25090,25090,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990,23990
Price_TOYOTA_COROLLA_1.8_LEVIN_SX_CVT,,1.8 LEVIN SX CVT,1.8 LEVIN SX CVT,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,26990,26990,27090,27090,27090,27090,27090,27090,27090,25990,25990,25990,25990,25990,25990,25990,25990,25990,25990,25990
Price_TOYOTA_COROLLA_1.8_LEVIN_ZR,,1.8 LEVIN ZR,1.8 LEVIN ZR,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,27990,27990,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490
Price_TOYOTA_COROLLA_1.8_LEVIN_ZR_CVT,,1.8 LEVIN ZR CVT,1.8 LEVIN ZR CVT,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,29990,29990,30490,30490,30490,30490,30490,30490,30490,30490,30490,30490,30490,30490,30490,30490,30490,30490,30490,30490
Price_TOYOTA_COROLLA_2.0_ULTIMA_AUTO,,2.0 ULTIMA AUTO,2.0 ULTIMA AUTO,Client Data:Competitor Price:Impreza Competitors:All Models:TOYOTA COROLLA ,0.5,31490,31490,31490,31490,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990
Price_VOLKSWAGEN_GOLF_1.4_103TSI_DSG_HIGHLINE_BMOTION_TECH,,1.4 103TSI DSG HIGHLINE BMOTION TECH,1.4 103TSI DSG HIGHLINE BMOTION TECH,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,27490,31990,31990,31990,31990,31990
Price_VOLKSWAGEN_GOLF_1.4_118TSI_CABRIOLET,,1.4 118TSI CABRIOLET,1.4 118TSI CABRIOLET,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990,37490,37490,37490,37490,37490,37490,37490
Price_VOLKSWAGEN_GOLF_1.4_118TSI_COMFORTLINE_DSG,,1.4 118TSI COMFORTLINE DSG,1.4 118TSI COMFORTLINE DSG,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990
Price_VOLKSWAGEN_GOLF_1.4_118TSI_DSG_CABRIOLET,,1.4 118TSI DSG CABRIOLET,1.4 118TSI DSG CABRIOLET,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,39490,39490,39490,39490,39490,39490,39490,39490,39490,39490,39490,39490,39490,39990,39990,39990,39990,39990,39990,39990
Price_VOLKSWAGEN_GOLF_1.4_90TSI_BLUEMOTION_TECH,,1.4 90TSI BLUEMOTION TECH,1.4 90TSI BLUEMOTION TECH,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,21990,21990,21990,21990,21990,21990,21990,21990,21990,21990,21990,21990,21990,21990,21990,21490,21490,21490,21490,21490
Price_VOLKSWAGEN_GOLF_1.4_90TSI_COMFORTLINE_BLUEMOTION_TECH,,1.4 90TSI COMFORTLINE BLUEMOTION TECH,1.4 90TSI COMFORTLINE BLUEMOTION TECH,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,24990,24990,24990,24990,24990
Price_VOLKSWAGEN_GOLF_1.4_90TSI_DSG_BLUEMOTION_TECH,,1.4 90TSI DSG BLUEMOTION TECH,1.4 90TSI DSG BLUEMOTION TECH,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,24490,23990,23990,23990,23990,23990
Price_VOLKSWAGEN_GOLF_1.4_90TSI_DSG_COMFORTLINE_BMOTION_TECH,,1.4 90TSI DSG COMFORTLINE BMOTION TECH,1.4 90TSI DSG COMFORTLINE BMOTION TECH,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,27490,27490,27490,27490,27490
Price_VOLKSWAGEN_GOLF_1.4_90TSI_TRENDLINE,,1.4 90TSI TRENDLINE,1.4 90TSI TRENDLINE,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990
Price_VOLKSWAGEN_GOLF_1.4_90TSI_TRENDLINE_DSG,,1.4 90TSI TRENDLINE DSG,1.4 90TSI TRENDLINE DSG,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490,29490
Price_VOLKSWAGEN_GOLF_1.6_77TDI_TRENDLINE_DSG,,1.6 77TDI TRENDLINE DSG,1.6 77TDI TRENDLINE DSG,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990
Price_VOLKSWAGEN_GOLF_2.0_103TDI_COMFORTLINE_DSG,,2.0 103TDI COMFORTLINE DSG,2.0 103TDI COMFORTLINE DSG,Client Data:Competitor Price:Impreza Competitors:All Models:VOLKSWAGEN GOLF ,0.5,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490
,,,,,,,,,,,,,,,,,,,,,,,,,
Price_FORD_KUGA_1.6T_ECOBOOST_TITANIUM_4WD_AUTO,,1.6T_ECOBOOST_TITANIUM_4WD_AUTO,1.6T_ECOBOOST_TITANIUM_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:FORD KUGA ,0.5,44740,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44740,44740,44740,44740,44740
Price_FORD_KUGA_1.6T_ECOBOOST_TREND_4WD_AUTO,,1.6T_ECOBOOST_TREND_4WD_AUTO,1.6T_ECOBOOST_TREND_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:FORD KUGA ,0.5,28990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,36240,36240,36240,36240,36240
Price_HOLDEN_CAPTIVA_5_2.2_T_DIESEL_LT_AUTO_4WD,,5_2.2_T_DIESEL_LT_AUTO_4WD,5_2.2_T_DIESEL_LT_AUTO_4WD,Client Data:Competitor Price:Forester Competitors:All Models:HOLDEN CAPTIVA ,0.5,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990
Price_HOLDEN_CAPTIVA_5_2.4_LT_AUTO,,5_2.4_LT_AUTO,5_2.4_LT_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:HOLDEN CAPTIVA ,0.5,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990
Price_HOLDEN_CAPTIVA_5_2.4_LT,,5_2.4_LT,5_2.4_LT,Client Data:Competitor Price:Forester Competitors:All Models:HOLDEN CAPTIVA ,0.5,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990
Price_HONDA_CR-V_2.4_VTI-S_AUTO,,2.4_VTI-S_AUTO,2.4_VTI-S_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:HONDA CR-V ,0.5,35390,35390,35390,35390,35390,35390,35390,35390,35390,36290,36290,36290,36290,36290,36290,36290,36290,36290,36290,36290
Price_HONDA_CR-V_2.4_VTI_AUTO,,2.4_VTI_AUTO,2.4_VTI_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:HONDA CR-V ,0.5,30390,30390,30390,30390,30390,30390,30390,30390,30390,32790,32790,32790,32790,32790,32790,32790,32790,32790,32790,32790
Price_HONDA_CR-V_2.4_VTI-L_AUTO,,2.4_VTI-L_AUTO,2.4_VTI-L_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:HONDA CR-V ,0.5,39390,39390,39390,39390,39390,39390,39390,39390,39390,42290,42290,42290,42290,42290,42290,42290,42290,42290,42290,42290
Price_KIA_SPORTAGE_2.0_CRDI_SLI_4WD_AUTO,,2.0_CRDI_SLI_4WD_AUTO,2.0_CRDI_SLI_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:KIA SPORTAGE ,0.5,35720,35720,35720,35720,35720,35990,35990,35990,35990,35990,35990,35990,35990,35990,35990,35990,35990,35490,35490,35490
Price_KIA_SPORTAGE_2.0_CRDI_PLATINUM_4WD_AUTO,,2.0_CRDI_PLATINUM_4WD_AUTO,2.0_CRDI_PLATINUM_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:KIA SPORTAGE ,0.5,39720,39720,40710,40710,40710,40990,40990,40990,40990,40990,40990,40990,40990,40990,40990,40990,40990,39990,39990,39990
Price_KIA_SPORTAGE_2.0_PLATINUM_4WD_AUTO,,2.0_PLATINUM_4WD_AUTO,2.0_PLATINUM_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:KIA SPORTAGE ,0.5,36720,36720,37710,37710,37710,37990,37990,37990,37990,37990,37990,37990,37990,37990,37990,37990,37990,36490,36490,36490
Price_KIA_SPORTAGE_2.0_SI,,2.0_SI,2.0_SI,Client Data:Competitor Price:Forester Competitors:All Models:KIA SPORTAGE ,0.5,26720,26720,26720,26720,26720,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,25490,25490,25490
Price_KIA_SPORTAGE_2.0_SI_AUTO,,2.0_SI_AUTO,2.0_SI_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:KIA SPORTAGE ,0.5,28720,28720,28720,28720,28720,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,27490,27490,27490
Price_KIA_SPORTAGE_2.0_SLI_4WD_AUTO,,2.0_SLI_4WD_AUTO,2.0_SLI_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:KIA SPORTAGE ,0.5,32720,32720,32720,32720,32720,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,31990,31990,31990
Price_LAND_ROVER_FREELANDER_2.2_SD4_SE_AUTO,,FREELANDER_2.2_SD4_SE_AUTO,FREELANDER_2.2_SD4_SE_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:LAND ROVER ,0.5,56810,56810,56810,56810,56810,56810,56810,56810,56810,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600
Price_LAND_ROVER_FREELANDER_2.2_TD4,,FREELANDER_2.2_TD4,FREELANDER_2.2_TD4,Client Data:Competitor Price:Forester Competitors:All Models:LAND ROVER ,0.5,44990,44990,44990,44990,44990,44990,44990,44990,44990,42300,42300,42300,42300,42300,42300,42300,42300,42300,42300,42300
Price_LAND_ROVER_FREELANDER_2.2_SD4_HSE_AUTO,,FREELANDER_2.2_SD4_HSE_AUTO,FREELANDER_2.2_SD4_HSE_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:LAND ROVER ,0.5,65854,65854,65854,65854,65854,65854,65854,65854,65854,64500,64500,64500,64500,64500,64500,64500,64500,64500,64500,64500
Price_LAND_ROVER_FREELANDER_2.2_TD4_SE_AUTO,,FREELANDER_2.2_TD4_SE_AUTO,FREELANDER_2.2_TD4_SE_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:LAND ROVER ,0.5,55310,55310,55310,55310,55310,55310,55310,55310,55310,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100
Price_MAZDA_CX-5_2.2_T_DIESEL_MAXX_SPORT_4WD_AUTO,,2.2_T_DIESEL_MAXX_SPORT_4WD_AUTO,2.2_T_DIESEL_MAXX_SPORT_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:MAZDA CX-5 ,0.5,39100,39040,39040,39040,39040,39040,39040,39470,39470,39470,39470,39470,39470,39470,39470,39470,39470,39470,39470,39470
Price_MAZDA_CX-5_2.2_T_DIESEL_GRAND_TOURING_4WD_AUTO,,2.2_T_DIESEL_GRAND_TOURING_4WD_AUTO,2.2_T_DIESEL_GRAND_TOURING_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:MAZDA CX-5 ,0.5,46450,46200,46200,46200,46200,46200,46200,46630,46630,46630,46630,46630,46630,46630,46630,46630,46630,46630,46630,46630
Price_MAZDA_CX-5_2.0_MAXX,,2.0_MAXX,2.0_MAXX,Client Data:Competitor Price:Forester Competitors:All Models:MAZDA CX-5 ,0.5,27800,27800,27800,27800,27800,27800,27800,27880,27880,27880,27880,27880,27880,27880,27880,27880,27880,27880,27880,27880
Price_MAZDA_CX-5_2.0_MAXX_AUTO,,2.0_MAXX_AUTO,2.0_MAXX_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:MAZDA CX-5 ,0.5,29800,29800,29800,29800,29800,29800,29800,29880,29880,29880,29880,29880,29880,29880,29880,29880,29880,29880,29880,29880
Price_MAZDA_CX-5_2.5_MAXX_AUTO_4WD,,2.5_MAXX_AUTO_4WD,2.5_MAXX_AUTO_4WD,Client Data:Competitor Price:Forester Competitors:All Models:MAZDA CX-5 ,0.5,32300,32300,32300,32300,32300,32300,32300,32380,32380,32380,32380,32380,32380,32880,32880,32880,32880,32880,32880,32880
Price_MAZDA_CX-5_2.0_MAXX_SPORT_AUTO,,2.0_MAXX_SPORT_AUTO,2.0_MAXX_SPORT_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:MAZDA CX-5 ,0.5,33540,33540,33540,33540,33540,33540,33540,33620,33620,33620,33620,33620,33620,33620,33620,33620,33620,33620,33620,33620
Price_MAZDA_CX-5_2.5_MAXX_SPORT_4WD_AUTO,,2.5_MAXX_SPORT_4WD_AUTO,2.5_MAXX_SPORT_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:MAZDA CX-5 ,0.5,36040,36040,36040,36040,36040,36040,36040,36120,36120,36120,36120,36120,36120,36620,36620,36620,36620,36620,36620,36620
Price_MAZDA_CX-5_2.5_GRAND_TOURING_4WD_AUTO,,2.5_GRAND_TOURING_4WD_AUTO,2.5_GRAND_TOURING_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:MAZDA CX-5 ,0.5,43200,43200,43200,43200,43200,43200,43200,43280,43280,43280,43280,43280,43280,43780,43780,43780,43780,43780,43780,43780
Price_MITSUBISHI_OUTLANDER_2.0_LS_CVT_5_SEAT_2WD,,2.0_LS_CVT_5_SEAT_2WD,2.0_LS_CVT_5_SEAT_2WD,Client Data:Competitor Price:Forester Competitors:All Models:MITSUBISHI OUTLANDER ,0.5,31840,31840,31840,31840,31840,31840,31840,31840,31840,34990,34990,34990,34990,34990,34990,34990,34990,34990,34990,34990
Price_MITSUBISHI_OUTLANDER_2.4_LS_CVT_7_SEAT_4WD,,2.4_LS_CVT_7_SEAT_4WD,2.4_LS_CVT_7_SEAT_4WD,Client Data:Competitor Price:Forester Competitors:All Models:MITSUBISHI OUTLANDER ,0.5,38440,38440,38440,38440,38440,38440,38440,38440,38440,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990
Price_MITSUBISHI_OUTLANDER_2.4_ASPIRE_CVT_7_SEAT_4WD,,2.4_ASPIRE_CVT_7_SEAT_4WD,2.4_ASPIRE_CVT_7_SEAT_4WD,Client Data:Competitor Price:Forester Competitors:All Models:MITSUBISHI OUTLANDER ,0.5,40990,40990,40990,40990,40990,40990,40990,40990,40990,43490,43490,43490,43490,43490,43490,43490,43490,43490,43490,43490
Price_NISSAN_X-TRAIL_2.0_TURBO_DIESEL_TL_AUTO_4WD,,2.0_TURBO_DIESEL_TL_AUTO_4WD,2.0_TURBO_DIESEL_TL_AUTO_4WD,Client Data:Competitor Price:Forester Competitors:All Models:NISSAN X-TRAIL ,0.5,45240,45240,45240,45240,45240,45240,45240,45240,45240,45240,45540,45540,45540,45540,45540,45540,45540,45540,45540,45890
Price_NISSAN_X-TRAIL_2.0_TURBO_DIESEL_TL_4WD,,2.0_TURBO_DIESEL_TL_4WD,2.0_TURBO_DIESEL_TL_4WD,Client Data:Competitor Price:Forester Competitors:All Models:NISSAN X-TRAIL ,0.5,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,43290,43290,43290,43290,43290,43290,43290,43290,43290,43590
Price_NISSAN_X-TRAIL_2.0_TURBO_DIESEL_TS_AUTO_4WD,,2.0_TURBO_DIESEL_TS_AUTO_4WD,2.0_TURBO_DIESEL_TS_AUTO_4WD,Client Data:Competitor Price:Forester Competitors:All Models:NISSAN X-TRAIL ,0.5,38240,38240,38240,38240,38240,38240,38240,38240,38240,38240,38440,38440,38440,38440,38440,38440,38440,38440,38440,38790
Price_NISSAN_X-TRAIL_2.0_TURBO_DIESEL_TS_4WD,,2.0_TURBO_DIESEL_TS_4WD,2.0_TURBO_DIESEL_TS_4WD,Client Data:Competitor Price:Forester Competitors:All Models:NISSAN X-TRAIL ,0.5,35990,35990,35990,35990,35990,35990,35990,35990,35990,35990,36190,36190,36190,36190,36190,36190,36190,36190,36190,36490
Price_NISSAN_X-TRAIL_2.0_ST-L_CVT,,2.0_ST-L_CVT,2.0_ST-L_CVT,Client Data:Competitor Price:Forester Competitors:All Models:NISSAN X-TRAIL ,0.5,34990,34990,34990,34990,34990,34990,34990,34990,34990,34990,35190,35190,35190,35190,35190,35190,35190,35190,35190,35490
Price_NISSAN_X-TRAIL_2.0_ST_CVT,,2.0_ST_CVT,2.0_ST_CVT,Client Data:Competitor Price:Forester Competitors:All Models:NISSAN X-TRAIL ,0.5,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990
Price_NISSAN_X-TRAIL_2.0_ST,,2.0_ST,2.0_ST,Client Data:Competitor Price:Forester Competitors:All Models:NISSAN X-TRAIL ,0.5,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490,28490
Price_NISSAN_X-TRAIL_2.5_TI_CVT_4WD,,2.5_TI_CVT_4WD,2.5_TI_CVT_4WD,Client Data:Competitor Price:Forester Competitors:All Models:NISSAN X-TRAIL ,0.5,44490,44490,44490,44490,44490,44490,44490,44490,44490,44490,44790,44790,44790,44790,44790,44790,44790,44790,44790,45090
Price_NISSAN_X-TRAIL_2.5_ST-L_CVT_4WD,,2.5_ST-L_CVT_4WD,2.5_ST-L_CVT_4WD,Client Data:Competitor Price:Forester Competitors:All Models:NISSAN X-TRAIL ,0.5,38490,38490,38490,38490,38490,38490,38490,38490,38490,38490,38690,38690,38690,38690,38690,38690,38690,38690,38690,38990
Price_NISSAN_X-TRAIL_2.5_ST_CVT_4WD,,2.5_ST_CVT_4WD,2.5_ST_CVT_4WD,Client Data:Competitor Price:Forester Competitors:All Models:NISSAN X-TRAIL ,0.5,34990,34990,34990,34990,34990,34990,34990,34990,34990,34990,35190,35190,35190,35190,35190,35190,35190,35190,35190,35390
Price_NISSAN_X-TRAIL_2.5_ST_4WD,,2.5_ST_4WD,2.5_ST_4WD,Client Data:Competitor Price:Forester Competitors:All Models:NISSAN X-TRAIL ,0.5,32490,32490,32490,32490,32490,32490,32490,32490,32490,32490,32690,32690,32690,32690,32690,32690,32690,32690,32690,32890
Price_SUBARU_FORESTER_2.0D_S,,2.0D_S,2.0D_S,Client Data:Subaru Price:All Models: FORESTER ,0.5,40990,40990,40990,40990,40990,40990,40990,40990,40990,40990,40990,40990,43990,43990,43990,43990,43990,43990,43990,43990
Price_SUBARU_FORESTER_2.0D,,2.0D,2.0D,Client Data:Subaru Price:All Models: FORESTER ,0.5,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,36490,35490,35490,35490,35490,35490,35490,35490,35490
Price_SUBARU_FORESTER_2.0_XT_LINEARTRONIC,,2.0_XT_LINEARTRONIC,2.0_XT_LINEARTRONIC,Client Data:Subaru Price:All Models: FORESTER ,0.5,41990,41990,41990,41990,41990,41990,41990,41990,41990,41990,41990,41990,43490,43490,43490,43490,43490,43490,43490,43490
Price_SUBARU_FORESTER_2.0_XT_PREMIUM_LINEARTRONIC,,2.0_XT_PREMIUM_LINEARTRONIC,2.0_XT_PREMIUM_LINEARTRONIC,Client Data:Subaru Price:All Models: FORESTER ,0.5,47490,47490,47490,47490,47490,47490,47490,47490,47490,47490,47490,47490,50490,50490,50490,50490,50490,50490,50490,50490
Price_SUBARU_FORESTER_2.5I_S_LINEARTRONIC,,2.5I_S_LINEARTRONIC,2.5I_S_LINEARTRONIC,Client Data:Subaru Price:All Models: FORESTER ,0.5,40490,40490,40490,40490,40490,40490,40490,40490,40490,40490,40490,40490,43990,43990,43990,43990,43990,43990,43990,43990
Price_SUBARU_FORESTER_2.5I_L_LINEARTRONIC,,2.5I_L_LINEARTRONIC,2.5I_L_LINEARTRONIC,Client Data:Subaru Price:All Models: FORESTER ,0.5,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990,35990,35990,35990,35990,35990,35990,35990,35990
Price_SUBARU_FORESTER_2.0I_L,,2.0I_L,2.0I_L,Client Data:Subaru Price:All Models: FORESTER ,0.5,34990,34990,34990,34990,34990,34990,34990,34990,34990,34990,34990,34990,33490,33490,33490,33490,33490,33490,33490,33490
Price_SUBARU_FORESTER_2.5I_LINEARTRONIC,,2.5I_LINEARTRONIC,2.5I_LINEARTRONIC,Client Data:Subaru Price:All Models: FORESTER ,0.5,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990,32990
